occ_4_digit,occ_4_digit_description,occ_2_digit_47,assist,contact,customer,disease,face2face,outcover,outexposed,proximity,public,vehicleclosed,vehicleopen,wearcommon,wearspecial,n_workers_weighted_round
6742,"Other service support occupations, n.e.c.",67.00000000,3.07999992,4.77750015,4.30999994,1.52999997,4.48000002,1.80250001,2.05250001,4.09500027,3.80749989,1.85249996,1.22749996,2.08999991,1.08749998,3815
7201,"Contractors and supervisors, machining, metal forming, shaping and erecting trades and related occupations",72.00000000,2.82249999,4.65750027,3.68249989,1.27499998,4.74749994,2.78500009,3.54750013,3.53749990,2.74250007,3.18499994,2.13249993,4.13749981,1.87750006,1715
7202,"Contractors and supervisors, electrical trades and telecommunications occupations",72.00000000,2.66000009,4.67000008,3.89666677,1.36000001,4.78999996,2.98666668,3.89000010,3.52333331,3.03666663,3.47333336,2.37666655,4.05333328,2.02999997,2650
7203,"Contractors and supervisors, pipefitting trades",72.00000000,2.49499989,4.61499977,3.66000009,1.16999996,4.73499966,2.75999999,3.93499994,3.41499996,2.89499998,3.36999989,2.29999995,4.26000023,2.19500017,990
7204,"Contractors and supervisors, carpentry trades",72.00000000,3.02999997,4.58500004,3.36000013,1.09999990,4.72499990,2.59000015,3.55500007,3.70499992,2.32500005,3.04999995,2.16000009,4.49499989,1.90499997,3835
7205,"Contractors and supervisors, other construction trades, installers, repairers and servicers",72.00000000,2.75000000,4.55000019,3.68000007,1.17999995,4.82999992,3.00000000,4.59000015,3.82999992,2.78999996,3.77999997,2.92000008,4.59999990,2.39000010,7045
7231,Machinists and machining and tooling inspectors,72.00000000,2.30999994,4.17000008,2.30000019,1.15499997,4.50000000,1.42499995,1.58500004,3.31999993,1.52499998,1.29500008,1.51499999,4.80500031,1.57000005,2915
7232,Tool and die makers,72.00000000,2.09500003,3.95499992,2.19499993,1.00999999,4.88500023,1.23499990,1.75999999,3.41499996,1.32500005,1.44000006,1.92000008,5.00000000,1.70000005,235
7233,Sheet metal workers,72.00000000,2.57999992,4.28000021,3.25000000,1.38999999,4.73000002,2.50000000,3.14000010,3.68000007,2.50999999,2.47000003,2.28999996,4.69999981,3.08999991,2735
7234,Boilermakers,72.00000000,3.24000001,4.13999987,2.77999997,1.61000001,4.30999994,3.25999999,4.15000010,3.75999999,2.05999994,2.54999995,2.38000011,4.88000011,3.83999991,510
7235,Structural metal and platework fabricators and fitters,72.00000000,2.76499987,4.07999992,2.61999989,1.45000005,4.44999981,2.86000013,3.50500011,3.86499977,2.00999999,1.97000003,2.97499990,5.00000000,3.65999985,1555
7236,Ironworkers,72.00000000,2.45000005,4.42999983,2.61999989,1.52999997,4.17999983,2.22000003,4.59999990,3.83999991,1.72000003,1.86000001,2.99000001,4.48999977,3.50999999,1950
7237,Welders and related machine operators,72.00000000,2.88999987,3.40000010,1.95000005,1.01499999,4.11999989,1.82500005,2.23500013,2.75000000,2.20499992,1.74000001,2.01499987,4.96000004,2.58500004,10455
7241,Electricians (except industrial and power system),72.00000000,2.54999995,4.57999992,3.01999998,1.44000006,4.65000010,3.13000011,3.50000000,4.01000023,3.23000002,3.13000011,2.16000009,4.80000019,3.09999990,15095
7242,Industrial electricians,72.00000000,2.46000004,4.14499998,2.33500004,1.24500000,4.40499973,2.31999993,4.43000031,3.52500010,2.21999979,3.66000009,2.62000012,4.58500004,2.11999989,4480
7243,Power system electricians,72.00000000,2.68000007,4.73000002,2.51999998,1.62000000,4.88999987,3.53999996,4.32000017,4.51999998,1.64999998,3.50000000,2.73000002,4.98000002,3.47000003,705
7244,Electrical power line and cable workers,72.00000000,3.47000003,4.26000023,3.47000003,1.39999998,4.98999977,1.17999995,4.78000021,3.93000007,3.59999990,3.86999989,4.23999977,4.88999987,4.44999981,1355
7245,Telecommunications line and cable workers,72.00000000,3.39000010,4.78999996,3.99000001,2.33999991,4.44000006,3.57999992,4.82999992,3.53999996,3.72000003,4.80000019,2.64000010,4.76999998,3.03999996,1445
7246,Telecommunications installation and repair workers,72.00000000,3.18000007,4.66499996,4.11000013,2.09999990,4.36499977,3.02500010,4.58500004,3.51499987,3.77999997,4.76000023,2.43499994,4.42500019,2.88499999,2995
7247,Cable television service and maintenance technicians,72.00000000,3.39000010,4.78999996,3.99000001,2.33999991,4.44000006,3.57999992,4.82999992,3.53999996,3.72000003,4.80000019,2.64000010,4.76999998,3.03999996,115
7251,Plumbers,72.00000000,2.54999995,4.13999987,2.93000007,3.32999992,4.51999998,2.81999993,3.96000004,3.39000010,3.49000001,3.11999989,1.61000001,4.05000019,2.27999997,9205
7252,"Steamfitters, pipefitters and sprinkler system installers",72.00000000,2.20000005,4.48000002,2.48000002,1.84000003,4.67000008,2.90000010,3.25000000,3.92000008,2.24000001,2.65000010,1.95000005,5.00000000,3.34999990,3000
7253,Gas fitters,72.00000000,2.65499997,4.40999985,3.12500000,1.72000003,4.65499973,2.73500013,3.91499996,3.78500009,2.90999985,3.54500008,1.77500010,4.68499994,2.96000004,1030
7271,Carpenters,72.00000000,2.43333340,4.38333321,3.27666664,1.24666667,4.83666658,2.40666676,3.46999979,3.86666656,2.73333335,2.38000011,2.48000002,4.82000017,2.54333329,30065
7272,Cabinetmakers,72.00000000,2.15666652,3.97333336,2.45000005,1.20666671,4.78666687,1.32333326,1.65666664,3.16000009,2.31666660,1.64999998,1.72666669,4.82999992,1.98333335,2405
7281,Bricklayers,72.00000000,2.42666674,4.18666649,2.26999998,1.40666664,4.06666660,2.58333325,4.21333313,4.22333336,2.04333329,1.88000000,3.02999997,4.94333315,3.60000014,1790
7282,Concrete finishers,72.00000000,2.67000008,3.95000005,2.69000006,1.19000006,4.34000015,2.92000008,4.80999994,4.42000008,2.23000002,3.27999997,3.70000005,4.44000006,2.95000005,1795
7283,Tilesetters,72.00000000,2.02999997,3.84499979,2.82500005,1.37500000,4.40999985,1.93499994,2.04500008,3.63000011,2.69000006,2.12500000,1.53999996,4.42500019,1.78499997,1985
7284,"Plasterers, drywall installers and finishers and lathers",72.00000000,2.63999987,3.71333337,2.42666674,1.26666665,4.57666683,2.38666654,3.13000011,3.34666681,2.38333321,2.43333340,1.89999998,4.11999989,2.62666678,4795
7291,Roofers and shinglers,72.00000000,2.71000004,4.50000000,3.36999989,1.16999996,4.63999987,2.20000005,4.98000002,4.09000015,2.93000007,2.97000003,2.36999989,4.46000004,3.24000001,3275
7292,Glaziers,72.00000000,2.35999990,4.38999987,3.57999992,1.70000005,4.86999989,3.77999997,4.78000021,3.74000001,3.14000010,3.30999994,2.53999996,4.78000021,2.54999995,2190
7293,Insulators,72.00000000,2.77999997,4.13500023,3.04500008,1.50999999,4.45499992,3.10500002,3.74499989,3.34999990,2.61000013,3.24000001,1.98000002,4.44999981,4.14499998,1215
7294,Painters and decorators (except interior decorators),72.00000000,2.71000004,4.09000015,2.50000000,1.28999996,4.23999977,2.15000010,3.06500006,3.15000010,2.98500013,2.32500005,1.29500008,4.06500006,3.34000015,9940
7295,Floor covering installers,72.00000000,2.18499994,4.48999977,3.33500004,1.44500005,4.79500008,1.55500007,1.90999997,3.58500004,3.00500011,2.75000000,1.37000000,3.03999996,1.86500001,2955
7301,"Contractors and supervisors, mechanic trades",73.00000000,2.99000001,4.78000021,4.36999989,1.74000001,4.90000010,3.44000006,3.79999995,3.74000001,3.31999993,3.68000007,2.52999997,3.64000010,1.70000005,2410
7302,"Contractors and supervisors, heavy equipment operator crews",73.00000000,2.75000000,4.55000019,3.68000007,1.17999995,4.82999992,3.00000000,4.59000015,3.82999992,2.78999996,3.77999997,2.92000008,4.59999990,2.39000010,5305
7303,"Supervisors, printing and related occupations",73.00000000,3.30999994,4.61999989,3.03999996,1.01999998,4.61999989,2.18000007,2.51999998,3.57999992,1.86000001,2.31999993,1.39999998,4.38999987,1.41999996,255
7304,"Supervisors, railway transport operations",73.00000000,3.00000000,4.71500015,3.64000010,1.61500001,4.85999966,1.89499998,3.83500004,3.57999992,2.90000010,3.44500017,2.12500000,4.03499985,1.26499999,210
7305,"Supervisors, motor transport and other ground transit operators",73.00000000,3.38000011,4.90999985,4.01000023,1.63000000,4.80999994,2.04999995,2.97000003,3.64000010,3.31999993,2.54999995,2.24000001,3.25000000,1.38000000,1045
7311,Construction millwrights and industrial mechanics,73.00000000,2.28666663,4.35333347,2.57333326,1.80333340,4.78999996,3.15666676,3.80333328,4.01333332,1.68333328,2.74000001,3.28666663,4.82000017,3.15666676,8970
7312,Heavy-duty equipment mechanics,73.00000000,2.68499994,4.21000004,3.41000009,1.69499993,4.76000023,2.75999999,4.23999977,3.00000000,2.77999997,3.92000008,4.03000021,4.70499992,1.86500001,5790
7313,"Heating, refrigeration and air conditioning mechanics",73.00000000,2.95499992,4.53499985,3.85500002,1.67000008,4.60500002,2.94000006,4.35999966,3.44000006,3.63499999,3.84500003,1.35000002,4.36499977,2.26999998,2615
7314,Railway carmen/women,73.00000000,2.88000011,3.98000002,2.83999991,1.10000002,4.50000000,2.82999992,4.26000023,3.59999990,1.86000001,3.49000001,3.92000008,4.88999987,3.55999994,365
7315,"Aircraft mechanics and aircraft 
inspectors",73.00000000,3.27999997,3.68000007,3.59999990,1.10500002,4.40999985,2.46000004,3.09999990,3.15500021,2.95000005,2.55500007,2.01499987,4.01000023,2.61999989,3020
7316,Machine fitters,73.00000000,2.56999993,4.15000010,2.78999996,1.00999999,4.73000002,1.75000000,2.09999990,3.75000000,1.71000004,1.75000000,2.43000007,4.88000011,2.31999993,105
7318,Elevator constructors and mechanics,73.00000000,2.75999999,4.07000017,3.71000004,2.98000002,4.80000019,3.47000003,3.48000002,3.55999994,3.26999998,3.71000004,2.03999996,4.98999977,3.49000001,895
7321,"Automotive service technicians, truck 
and bus mechanics and mechanical 
repairers",73.00000000,2.68750000,4.08750010,3.28999996,1.24500000,4.49749994,2.43499994,3.17750001,3.27250004,2.87750006,4.60750008,2.24250007,4.55749989,1.73250008,18955
7322,Motor vehicle body repairers,73.00000000,2.00000000,4.03999996,3.05499983,1.01499999,4.64499998,2.88499999,3.38499999,2.91499996,3.05999994,4.22499990,1.44000006,4.93000031,3.10999990,4365
7331,Oil and solid fuel heating mechanics,73.00000000,3.10999990,4.34000015,3.76999998,1.60000002,4.63999987,2.56999993,4.57999992,3.65000010,3.57999992,4.44000006,1.60000002,4.36999989,2.56999993,95
7332,"Appliance servicers and 
repairers",73.00000000,2.08999991,4.84000015,4.65000010,1.49000001,4.73000002,2.89000010,3.49000001,3.68000007,4.07000017,4.19999981,1.26999998,2.43000007,1.11000001,965
7333,Electrical mechanics,73.00000000,2.56999993,3.93000007,3.16000009,2.01999998,4.67999983,2.33999991,2.61999989,3.39000010,1.85000002,2.54999995,1.88000000,4.67000008,2.46000004,265
7334,"Motorcycle, all-terrain vehicle and other related mechanics",73.00000000,1.92999995,4.21000004,3.75500011,1.35000002,4.65499973,3.03500009,3.77999997,3.12500000,2.94499993,2.63000011,3.89499998,4.06500006,1.62500000,860
7335,Other small engine and small equipment repairers,73.00000000,2.80999994,4.42000008,3.56999993,1.11000001,3.67000008,2.32999992,3.57999992,3.13000011,2.94000006,2.00000000,3.90000010,4.40999985,1.29999995,295
7361,Railway and yard locomotive engineers,73.00000000,2.39999986,4.50333309,2.80333328,1.33666670,4.88000011,2.36666679,4.42000008,2.94666672,2.25333333,4.66666651,2.34999990,4.86333323,1.37000000,785
7362,Railway conductors and brakemen/women,73.00000000,2.49499989,4.43499994,3.13499999,1.60000002,4.64999962,1.50999999,4.84999990,3.07999992,2.35500002,4.33500004,2.75000000,4.61499977,1.11500001,1050
7371,Crane operators,73.00000000,2.78999996,4.34333324,2.30999994,1.09666669,4.60333347,2.55333328,3.65333319,2.94000006,2.15999985,3.99333334,3.28999996,4.96333313,2.27333331,2125
7372,"Drillers and blasters - surface mining, quarrying and construction",73.00000000,3.05000019,4.18499994,2.78499985,1.23499990,4.65999985,1.99000001,4.64000034,3.15000010,2.90999985,3.69500017,3.76999998,4.88500023,2.38499999,565
7373,Water well drillers,73.00000000,3.39000010,3.99000001,2.60999990,1.29999995,4.53000021,1.88999999,4.36000013,2.67000008,2.85999990,3.33999991,3.72000003,4.76999998,2.18000007,80
7381,Printing press operators,73.00000000,2.35500002,3.84499979,2.42000008,1.00500000,4.40999985,1.08999991,1.11500001,2.95000005,2.00000000,1.23000002,1.72500002,4.37500000,1.34999990,1410
7384,"Other trades and related occupations, n.e.c.",73.00000000,2.75999999,4.12571430,3.09285712,1.68142855,4.63999987,2.60285711,3.56142855,3.43714285,2.44857144,3.03857136,2.46142864,4.60857153,2.44142866,2610
7441,Residential and commercial installers and servicers,74.00000000,2.77857137,4.10428572,3.56142855,1.27428567,4.49714279,2.46428561,3.94857144,3.74000001,3.22285724,3.48571420,2.30142856,4.07999992,2.21571422,8050
7442,Waterworks and gas maintenance workers,74.00000000,2.77500010,4.32499981,3.31500006,2.54500008,4.73000002,2.99000001,4.28999996,3.49499989,2.92999983,3.61500001,2.01999998,4.50500011,2.60500002,600
7444,Pest controllers and fumigators,74.00000000,2.50000000,4.38000011,4.00000000,2.04999995,4.69999981,2.88000011,4.67000008,2.88000011,3.89000010,4.94999981,1.29999995,4.05999994,2.99000001,640
7445,Other repairers and servicers,74.00000000,2.55599999,4.09000015,3.91400003,1.26600003,4.40199995,2.05400014,2.41599989,3.18799996,3.39800000,2.59400010,1.42600000,3.63199997,1.70200002,2530
7451,Longshore workers,74.00000000,2.86999989,4.46999979,3.04999995,1.12000000,4.84000015,2.93000007,4.76000023,3.46000004,1.91999996,4.23999977,2.97000003,4.94000006,4.17999983,3640
7452,Material handlers,74.00000000,2.87999988,4.01249981,2.61000013,1.15250003,4.41499996,2.59249997,3.62249994,3.38499999,2.47500014,2.51249981,2.90750003,4.47749996,2.41499996,27145
7511,Transport truck drivers,75.00000000,2.67000008,3.93000007,3.67000008,1.28999996,4.00000000,3.00000000,4.40999985,2.66000009,3.41000009,4.69999981,2.66000009,3.88000011,1.55999994,42905
7512,"Bus drivers, subway operators and other transit operators",75.00000000,3.39333320,4.54333353,3.86666656,3.09333348,3.97000003,2.10333323,3.71666670,4.05666685,3.88333321,4.69666672,1.78333330,2.22333336,1.15999997,9795
7513,"Taxi and limousine drivers and 
chauffeurs",75.00000000,3.43000007,4.44999981,4.07999992,2.00000000,4.61000013,2.35999990,3.98000002,4.15000010,3.79999995,4.65000010,1.83000004,1.25999999,1.25000000,7635
7514,Delivery and courier service drivers,75.00000000,2.53499985,4.68000031,3.57999992,1.48000002,4.36999989,1.80500007,4.50000000,3.87500000,3.70000005,4.63000011,1.71499991,2.94000006,1.07500005,12485
7521,"Heavy equipment operators 
(except crane)",75.00000000,2.77857137,4.20285702,2.56142855,1.13999999,4.56571436,2.47571421,4.25000000,2.96142864,2.50285721,3.50000000,3.73285723,4.79285717,2.02285719,13380
7522,Public works maintenance equipment operators and related workers,75.00000000,3.30500007,4.09000015,3.70000005,1.66999996,4.40000010,2.50999999,4.67500019,3.19500017,3.72499990,4.57999992,3.16000009,4.36999989,1.87500000,3010
7531,Railway yard and track maintenance workers,75.00000000,2.52999997,4.38999987,2.66333342,1.53666675,4.61999989,1.96666658,4.36000013,3.65000010,2.23000002,3.67333341,3.21000004,4.78333330,2.18000007,945
7532,Water transport deck and engine room crew,75.00000000,2.86000013,4.33500004,2.60500002,1.59000003,4.45499992,2.21499991,4.06500006,3.83500004,2.00000000,1.97499990,2.17000008,4.97499990,2.75500011,1600
7533,Boat and cable ferry operators and related occupations,75.00000000,2.93000007,4.43333340,3.99666667,1.48666668,4.62333345,3.03666663,4.17333317,3.33333325,3.65666676,3.45666647,2.89333344,4.00666666,1.56333327,1185
7534,Air transport ramp attendants,75.00000000,2.09999990,3.35999990,2.27999997,1.64999998,4.57999992,2.55999994,3.88000011,3.19000006,2.08999991,3.19000006,1.78999996,3.60999990,2.00999999,1895
7535,Other automotive mechanical installers and servicers,75.00000000,2.53999996,4.42666674,3.66000009,1.40999997,4.70666647,2.80999994,3.49666667,3.63666677,2.97333336,3.23666668,2.17333341,4.55333328,1.73333335,2445
7611,"Construction trades helpers and 
labourers",76.00000000,2.79636359,4.05363655,2.84181809,1.54454541,4.51727295,2.72363639,4.10454559,3.63090920,2.33909082,2.61727285,2.71090913,4.61909103,2.91909099,31055
7612,Other trades helpers and labourers,76.00000000,2.77999997,4.09000015,2.47000003,1.30999994,4.59999990,1.87500000,2.60999990,3.45000005,2.14499998,2.12500000,2.58999991,4.40499973,2.02500010,1080
7621,Public works and maintenance labourers,76.00000000,3.00999999,4.02999973,3.72666669,3.05333328,4.32666683,2.13666677,4.95666647,3.33666658,3.59333324,4.57000017,3.29333329,4.78666687,2.07333326,3205
7622,Railway and motor transport labourers,76.00000000,2.47499990,3.92000008,2.59999990,1.05999994,4.56500006,2.23499990,2.71999979,3.48500013,2.49000001,2.05999994,3.45499992,4.71000004,2.04500008,465
8211,"Supervisors, logging and forestry",82.00000000,2.56999993,4.51999998,3.33999991,1.11000001,4.86999989,2.33999991,4.90000010,2.27999997,2.31999993,4.73000002,3.65000010,4.88000011,2.04999995,1470
8221,"Supervisors, mining and quarrying",82.00000000,2.75000000,4.55000019,3.68000007,1.17999995,4.82999992,3.00000000,4.59000015,3.82999992,2.78999996,3.77999997,2.92000008,4.59999990,2.39000010,815
8222,"Contractors and supervisors, oil and gas drilling and services",82.00000000,2.75000000,4.55000019,3.68000007,1.17999995,4.82999992,3.00000000,4.59000015,3.82999992,2.78999996,3.77999997,2.92000008,4.59999990,2.39000010,1170
8231,Underground production and development miners,82.00000000,2.73749995,4.32499981,1.40999997,1.37249994,4.65000010,1.94999993,2.30500007,3.47749996,1.36750007,2.45749998,3.50999999,4.90000010,3.45249987,1330
8232,"Oil and gas well drillers, servicers, testers and related workers",82.00000000,3.16000009,4.52333355,2.91333342,1.28666663,4.63666677,2.83333325,3.86333323,3.97333312,1.83000004,2.84666681,3.01666665,4.90000010,3.10666680,1230
8241,Logging machinery operators,82.00000000,3.50000000,4.13000011,2.49000001,1.00000000,4.42000008,2.00999999,4.23000002,1.54999995,2.08999991,4.86999989,3.08999991,4.59000015,1.44000006,3650
8252,"Agricultural service contractors, 
farm supervisors and specialized 
livestock workers",82.00000000,2.43333340,4.33666658,2.84999990,1.57333338,4.34333324,2.90666676,4.00000000,2.98666668,1.93999994,3.73333335,2.90999985,3.01666665,2.05333328,1200
8255,"Contractors and supervisors, landscaping, grounds maintenance and horticulture services",82.00000000,3.19499993,3.57999992,3.25000000,1.42499995,4.28999996,1.89499998,4.86499977,3.95000005,2.94000006,3.57500005,3.60500002,4.49499989,2.13999987,4000
8261,Fishing masters and officers,82.00000000,2.25000000,3.91000009,1.88999999,1.88999999,4.69000006,3.10999990,4.71000004,3.80999994,1.63999999,3.45000005,2.56999993,4.38000011,2.35999990,310
8262,Fishermen/women,82.00000000,2.25000000,3.91000009,1.88999999,1.88999999,4.69000006,3.10999990,4.71000004,3.80999994,1.63999999,3.45000005,2.56999993,4.38000011,2.35999990,2685
8411,Underground mine service and support workers,84.00000000,3.10500002,3.88499999,1.78499997,1.13499999,4.51000023,1.75999999,2.09500003,3.12500000,1.40499997,3.02999997,3.48000002,5.00000000,2.39499998,245
8412,Oil and gas well drilling and related workers and services operators,84.00000000,2.74499989,4.34000015,3.21500015,1.12000000,4.32999992,2.71499991,4.97999954,3.11000013,2.24499989,3.82999992,2.59999990,5.00000000,2.82000017,795
8421,Chain saw and skidder operators,84.00000000,2.39000010,2.83999991,1.84000003,1.04999995,3.78999996,1.29999995,4.94000006,1.28999996,1.47000003,2.55999994,2.51999998,4.96999979,1.85000002,2695
8422,Silviculture and forestry workers,84.00000000,3.51999998,4.68333340,4.36666679,2.29999995,4.75666666,2.86999989,4.35666656,3.59333348,4.01666641,4.58666658,2.67333341,4.06333351,2.93333340,1605
8431,General farm workers,84.00000000,2.68000007,3.49499989,2.14499998,1.49500000,4.34999990,2.71000004,3.75000000,3.11000013,1.91999996,3.21250010,3.13499999,3.45250010,1.64000010,13010
8432,Nursery and greenhouse workers,84.00000000,2.03999996,3.58999991,2.52999997,1.03999996,4.09999990,3.00000000,3.22000003,2.55999994,3.42000008,2.20000005,2.00999999,2.14000010,1.04999995,4305
8441,Fishing vessel deckhands,84.00000000,2.25000000,3.91000009,1.88999999,1.88999999,4.69000006,3.10999990,4.71000004,3.80999994,1.63999999,3.45000005,2.56999993,4.38000011,2.35999990,820
8442,Trappers and hunters,84.00000000,1.45000005,3.23000002,2.68000007,3.68000007,3.45000005,3.26999998,4.90999985,1.67999995,3.04999995,4.13999987,3.08999991,3.61999989,2.09999990,75
8611,Harvesting labourers,86.00000000,2.27999997,3.08999991,1.81500006,1.15499997,4.51999998,1.99000001,3.28999996,3.15000010,1.27999997,2.57500005,2.86999989,4.05999994,1.83000004,3745
8612,Landscaping and grounds maintenance labourers,86.00000000,2.96499991,3.91999984,3.71000004,1.19000006,4.47499990,1.55999994,4.83500004,2.75000000,3.37500000,4.43000031,2.94000006,4.82999992,2.66499996,22315
8613,Aquaculture and marine harvest labourers,86.00000000,2.50500011,4.01499987,2.48000002,2.20000005,4.44000006,3.42499995,4.41499996,3.69000006,2.35999990,3.53999996,2.84499979,3.47000003,1.84500003,630
8614,Mine labourers,86.00000000,3.84999990,4.30000019,2.76999998,1.14999998,4.82000017,2.35999990,4.67000008,4.19999981,2.25999999,4.00000000,4.23000002,5.00000000,3.30999994,505
8615,"Oil and gas drilling, servicing and related 
labourers",86.00000000,2.82999992,4.15000010,2.69000006,1.13000000,4.60999966,1.97000003,3.55999994,3.85500002,2.13499999,2.20499992,2.79999995,4.96500015,2.94999981,800
8616,Logging and forestry labourers,86.00000000,2.38000011,3.79999995,3.28999996,1.03999996,4.55000019,2.40000010,4.96000004,2.90000010,3.00999999,3.42000008,2.49000001,4.82999992,1.72000003,2580
9211,"Supervisors, mineral and metal ",92.00000000,3.30999994,4.61999989,3.03999996,1.01999998,4.61999989,2.18000007,2.51999998,3.57999992,1.86000001,2.31999993,1.39999998,4.38999987,1.41999996,600
9212,"Supervisors, petroleum, gas and chemical processing and utilities",92.00000000,3.30999994,4.61999989,3.03999996,1.01999998,4.61999989,2.18000007,2.51999998,3.57999992,1.86000001,2.31999993,1.39999998,4.38999987,1.41999996,1065
9213,"Supervisors, food and beverage processing",92.00000000,3.30999994,4.61999989,3.03999996,1.01999998,4.61999989,2.18000007,2.51999998,3.57999992,1.86000001,2.31999993,1.39999998,4.38999987,1.41999996,1300
9214,"Supervisors, plastic and rubber products manufacturing",92.00000000,3.30999994,4.61999989,3.03999996,1.01999998,4.61999989,2.18000007,2.51999998,3.57999992,1.86000001,2.31999993,1.39999998,4.38999987,1.41999996,200
9215,"Supervisors, forest products processing",92.00000000,3.30999994,4.61999989,3.03999996,1.01999998,4.61999989,2.18000007,2.51999998,3.57999992,1.86000001,2.31999993,1.39999998,4.38999987,1.41999996,1560
9217,"Supervisors, textile, fabric, fur and leather products processing and manufacturing",92.00000000,3.30999994,4.61999989,3.03999996,1.01999998,4.61999989,2.18000007,2.51999998,3.57999992,1.86000001,2.31999993,1.39999998,4.38999987,1.41999996,50
9221,"Supervisors, motor vehicle assembling",92.00000000,3.30999994,4.61999989,3.03999996,1.01999998,4.61999989,2.18000007,2.51999998,3.57999992,1.86000001,2.31999993,1.39999998,4.38999987,1.41999996,65
9222,"Supervisors, electronics manufacturing",92.00000000,3.30999994,4.61999989,3.03999996,1.01999998,4.61999989,2.18000007,2.51999998,3.57999992,1.86000001,2.31999993,1.39999998,4.38999987,1.41999996,135
9223,"Supervisors, electrical products manufacturing",92.00000000,3.30999994,4.61999989,3.03999996,1.01999998,4.61999989,2.18000007,2.51999998,3.57999992,1.86000001,2.31999993,1.39999998,4.38999987,1.41999996,55
9224,"Supervisors, furniture and fixtures manufacturing",92.00000000,3.30999994,4.61999989,3.03999996,1.01999998,4.61999989,2.18000007,2.51999998,3.57999992,1.86000001,2.31999993,1.39999998,4.38999987,1.41999996,140
9226,"Supervisors, other mechanical and metal products manufacturing",92.00000000,3.30999994,4.61999989,3.03999996,1.01999998,4.61999989,2.18000007,2.51999998,3.57999992,1.86000001,2.31999993,1.39999998,4.38999987,1.41999996,135
9227,"Supervisors, other products manufacturing and assembly",92.00000000,3.30999994,4.61999989,3.03999996,1.01999998,4.61999989,2.18000007,2.51999998,3.57999992,1.86000001,2.31999993,1.39999998,4.38999987,1.41999996,255
9231,"Central control and process operators, mineral and metal processing",92.00000000,2.55999994,3.48000002,1.69000006,1.08000004,4.01999998,1.26999998,1.82000005,2.71000004,1.49000001,1.11000001,2.43000007,5.00000000,4.03999996,310
9232,"Central control and process operators, petroleum, gas and chemical processing",92.00000000,2.50125003,4.18499994,2.09375000,1.29624999,4.69999981,3.23000002,4.06624985,3.21499991,1.83875000,2.73125005,2.33875012,4.94750023,2.78250003,1335
9235,"Pulping, papermaking and coating control operators",92.00000000,2.30500007,3.80000019,1.78999996,1.58999991,4.35500002,1.50999999,1.52999997,3.70499992,1.42000008,1.19499993,1.55500007,4.63500023,3.00000000,485
9241,Power engineers and power systems operators,92.00000000,2.48399997,4.51800013,2.56400013,1.32000005,4.69000006,2.83599997,3.44600010,3.44799995,2.05999994,2.39199996,2.21000004,4.40000010,2.62400007,3660
9243,"Water and waste treatment plant 
operators",92.00000000,3.08999991,4.09999990,3.04999995,2.08999991,4.71999979,3.23000002,4.00000000,2.98000002,3.26999998,3.38000011,2.71000004,4.53999996,2.74000001,1535
9411,"Machine operators, mineral and metal processing",94.00000000,2.58999991,3.80571437,1.87142861,1.32857144,4.31571436,1.64857137,1.93714285,3.12000012,1.74142861,1.48142850,2.42428565,4.96142864,2.58999991,575
9412,Foundry workers,94.00000000,2.59000015,3.84500003,1.47000003,1.20000005,4.15500021,1.14499998,1.52500010,3.73500013,1.37500000,1.10500002,2.32500005,4.98999977,1.75000000,180
9413,Glass forming and finishing machine operators and glass cutters,94.00000000,2.64857149,3.65428567,2.05571437,1.17571425,4.21428585,1.43428576,1.63000000,3.06285715,1.90999997,1.48571432,1.84714282,4.41428566,2.18571424,480
9414,"Concrete, clay and stone forming 
operators",94.00000000,2.63714290,3.69714284,2.43857145,1.17999995,4.25428581,1.72142851,1.91571426,3.11000013,2.28571415,1.70000005,1.94857144,4.43571424,2.15428567,695
9415,"Inspectors and testers, mineral and metal processing",94.00000000,2.50000000,4.38000011,2.45000005,1.14999998,4.30000019,1.70000005,1.62000000,3.57999992,1.53999996,1.37000000,1.52999997,4.75000000,1.69000006,80
9416,Metalworking and forging machine operators,94.00000000,2.46250010,3.92000008,2.14499998,1.02749991,4.38999987,1.30499995,1.48500001,3.25250006,1.54250002,1.39249992,2.43750000,4.78999996,1.88999999,1075
9417,Machining tool operators,94.00000000,2.40714288,3.59714293,2.09857154,1.09714282,4.40428543,1.10714281,1.35285711,3.04428577,1.55571425,1.38000000,1.61714280,4.89142847,1.68285716,310
9418,Other metal products machine operators,94.00000000,2.00000000,3.73000002,2.08999991,1.51999998,4.44000006,1.16999996,1.96000004,3.29999995,1.42999995,1.94000006,2.10999990,5.00000000,1.59000003,390
9421,Chemical plant machine operators,94.00000000,2.42857146,4.07142878,1.81285715,1.37714279,4.64142847,2.49571443,3.04999995,3.22714281,1.62571430,1.98428571,2.17428589,4.86571407,2.93428564,515
9422,Plastics processing machine operators,94.00000000,2.50571418,3.97428584,1.87142861,1.25000000,4.39714289,1.25999999,1.51428568,3.53142858,1.64285719,1.23714292,2.16857147,4.94714308,2.22857141,880
9423,Rubber processing machine operators and related workers,94.00000000,2.51999998,3.95400000,1.80999994,1.16999996,3.74200010,1.36800003,1.35200000,3.25600004,1.54799998,1.14999998,1.66799998,4.32800007,1.69000006,350
