occ_4_digit,occ_4_digit_description,occ_2_digit_47,assist,contact,customer,disease,face2face,outcover,outexposed,proximity,public,vehicleclosed,vehicleopen,wearcommon,wearspecial
821,Managers in agriculture,8,2.54,3.3299999,2.8800001,2.0699999,3.1400001,3.6199999,4.25,2.3,2.3399999,3.1600001,2.55,2.9300001,1.03
822,Managers in horticulture,8,3.0899999,4.4299998,3.1199999,1.15,4.7199998,3.9300001,4.8200002,3.52,2.5,3.01,3.77,3.22,2.8
823,Managers in aquaculture,8,2.3499999,4.3050003,3.595,1.385,4.96,3.8650002,4.4700003,3.3499999,2.9850001,4.2249999,3.405,3.625,1.755
911,Manufacturing managers,9,2.5050001,4.8049998,3.9349999,1.41,4.9250002,2.25,3.0699999,3.0550001,1.8199999,2.21,1.6949999,4.5249996,1.54
912,Utilities managers,9,2.9300001,4.5149999,3.4200001,1.11,4.98,3.135,4.1549997,2.625,1.9300001,3.7,1.8299999,4.6049995,2.27
1111,Financial auditors and accountants,11,2.3340001,4.3740001,3.9400001,1.138,4.6360002,1.688,2.332,3.0799999,2.98,2.7379999,1.136,1.7639999,1.288
1112,Financial and investment analysts,11,1.8499999,4.415,3.0050001,1.12,4.7600002,1.0650001,1.11,2.8000002,1.62,1.3150001,1,1.0650001,1.0550001
1113,"Securities agents, investment dealers and brokers",11,2,4.5599999,4.2399998,1,4.46,1.09,1.09,2.73,3.9400001,1.84,1.01,1,1
1114,Other financial officers,11,2.48,4.46,3.6266665,1.1333333,4.6300001,1.34,1.4766667,2.8199999,2.75,2.0899999,1.11,1.35,1.1266667
1121,Human resources professionals,11,2.7175,4.5599999,3.2375,1.1275001,4.6399999,1.2524999,1.335,2.7325001,2.7249999,1.7925,1.05,1.1175001,1.02
1122,Professional occupations in business management consulting,11,2.48,4.27,2.77,1.08,4.3800001,1.58,1.58,2.6500001,2.27,2.0799999,1.1900001,1.58,1.23
1123,"Professional occupations in advertising, marketing and public relations",11,2.3766665,4.583333,3.8233333,1.0566666,4.5033331,1.4266666,1.7233334,2.6600001,3.2066667,2.22,1.1,1.0833333,1.0433333
1211,"Supervisors, general office and administrative support workers",12,3.1900001,4.6999998,4,1.37,4.9299998,1.09,1.21,2.8900001,3.05,1.3,1.01,1.4,1.04
1212,"Supervisors, finance and insurance office workers",12,3.1900001,4.6999998,4,1.37,4.9299998,1.09,1.21,2.8900001,3.05,1.3,1.01,1.4,1.04
1213,"Supervisors, library, correspondence and related information workers",12,3.1900001,4.6999998,4,1.37,4.9299998,1.09,1.21,2.8900001,3.05,1.3,1.01,1.4,1.04
1214,"Supervisors, mail and message distribution occupations",12,3.0700002,4.8299999,4.27,1.52,4.9250002,1.155,2.0250001,3.0599999,3.22,2.1500001,1.115,1.39,1.025
1215,"Supervisors, supply chain, tracking and scheduling co-ordination occupations",12,2.3999999,4.5866666,3.7633333,1.33,4.7400002,2.1533332,2.8199999,3.3666666,2.5566669,2.9766667,2.5166667,2.8700001,1.5533333
1221,Administrative officers,12,3.47,4.6999998,3.8599999,1.3200001,4.6500001,1.15,1.15,2.55,3.0999999,1.21,1,1.0700001,1
1222,Executive assistants,12,3.3200002,4.7849998,3.9200001,1.74,4.6500001,1.11,1.255,2.625,2.9849999,1.3150001,1.01,1.0550001,1
1223,Human resources and recruitment officers,12,3.54,4.77,3.71,1.2,4.9200001,1.42,1.46,2.6500001,3.02,2.4100001,1.02,1.15,1
1224,Property administrators,12,2.0999999,4.75,4.4400001,1.98,4.5900002,2.6099999,3.8499999,3.0699999,3.76,4.1100001,1.26,2.6900001,1.23
1225,Purchasing agents and officers,12,2.4433334,4.6566668,3.9433334,1.1566666,4.8400002,1.6966667,1.72,2.9400001,2.79,2.28,1.3466667,1.8933333,1.1166667
1226,Conference and event planners,12,3.1300001,4.9099998,4.6999998,1,4.9099998,1.9299999,2.3199999,3.8699999,4.3400002,2.99,1.11,2.3800001,1.11
1227,Court officers and justices of the peace,12,2.48,4.5999999,4.46,2.46,4.7399998,1,1.03,3.3199999,3.9400001,1.73,1,1,1
1228,"Employment insurance, immigration, border services and revenue officers",12,2.55,4.79,4.6500001,1.1900001,4.5300002,1.25,1.5599999,3.26,4.5900002,2.1800001,1.27,1.12,1
1241,Administrative assistants,12,3.04,4.7150002,4.0749998,1.72,4.6400003,1.105,1.155,3.0599999,3.0250001,1.235,1.03,1.1800001,1.03
1242,Legal administrative assistants,12,2.49,4.5900002,4.23,1,4.7800002,1.01,1.01,2.6199999,2.47,1.6,1,1,1
1243,Medical administrative assistants,12,3.6099999,4.9899998,4.0100002,3.1099999,4.6399999,1.04,1.04,3.8299999,3.49,1.1,1.01,1.83,1.38
1251,"Court reporters, medical transcriptionists and related occupations",12,2.55,3.6300001,2.3299999,1.83,3.9000001,1,1,2.6900001,1.24,1,1,1,1
1252,Health information management occupations,12,2.7750001,4.21,3.5050001,1.855,4.105,1.02,1.03,2.9400001,2.3199999,1.2,1,1.1949999,1
1253,Records management technicians,12,2.8366666,4.1566668,3.5700002,1.7866666,4.3299999,1.1033334,1.1866666,3.1133332,2.7033334,1.2566667,1.0933334,1.2333333,1.0700001
1254,Statistical officers and related research support occupations,12,1.89,3.6700001,2.6600001,1,4.2800002,1.12,1.22,2.8699999,2.6900001,1.41,1,1.1900001,1.0700001
1311,Accounting technicians and bookkeepers,13,2.1600001,4.48,3.6099999,1.17,4.5500002,1.11,1.4,2.77,3.0799999,1.53,1,1.11,1
1312,Insurance adjusters and claims examiners,13,2.9933333,4.7966666,4.5333333,1.2266667,4.2966666,1.6799999,2.6500001,2.8600001,3.78,2.9199998,1.23,1.4966667,1.1066667
1313,Insurance underwriters,13,1.77,4.5,3.5699999,1.03,4.3800001,1.13,1.2,3.0699999,2.3299999,1.53,1,1.0700001,1.03
1314,"Assessors, valuators and appraisers",13,2.2466667,4.23,3.5533333,1.05,4.1900001,1.4466666,2.98,2.8666666,2.8600001,3.1100001,1.14,1.4466667,1.0633333
1315,"Customs, ship and other brokers",13,2.21,4.6999998,3.8499999,1.05,4.7199998,1.35,1.4,3.1500001,2.6700001,1.95,1.3,1.25,1
1411,General office support workers,14,2.6675,4.5825,4.1824999,1.5599999,4.4075003,1.2375,1.4,3.2175,3.03,1.2825,1.125,1.48,1.115
1414,Receptionists,14,3.4866667,4.9333334,4.7166667,1.9666667,4.0166664,1.0466667,1.0833334,3.4366667,3.6833334,1.1766666,1.0066667,1.08,1.0866667
1415,Personnel clerks,14,3.29,4.9099998,3.99,1.54,4.5300002,1.02,1.0599999,3.1300001,2.9300001,1.33,1,1.12,1
1416,Court clerks,14,2.4000001,4.8200002,4.3699999,1.53,4.6900001,1.01,1.15,3.49,3.8399999,1.4299999,1,1.02,1
1422,Data entry clerks,14,2.22,4.5050001,2.5799999,1.36,4.4400001,1.4449999,1.79,2.96,2.5300002,1.28,1.12,1.63,1.155
1423,Desktop publishing operators and related occupations,14,2.4400001,4.25,3.8499999,1.08,4.52,1.02,1.03,2.8,2.96,1.1,1,1.0599999,1
1431,Accounting and related clerks,14,2.53,4.5549998,3.5650001,1.37,4.4425001,1.0699999,1.2725,3.1724999,3.74,1.3375,1,1.0475,1
1432,Payroll administrators,14,2.55,4.29,3.0799999,1.28,4.5799999,1.1900001,1.21,2.48,1.9400001,1.04,1,1.37,1
1434,"Banking, insurance and other financial clerks",14,2.4749999,4.7266665,4.3133335,1.1216667,4.4233332,1.0566666,1.0799999,3.23,3.1116667,1.3733333,1,1.0066667,1
1435,Collectors,14,2.3199999,4.9000001,3.97,1.3099999,3.8,1,1.17,2.79,2.5,1.5,1,1,1
1451,Library assistants and clerks,14,3.3099999,4.54,3.8399999,2.3499999,4.8200002,1.3,1.45,3.9000001,3.8599999,1.1,1.01,1.4299999,1.1
1452,"Correspondence, publication and regulatory clerks",14,2.3375001,4.7624998,3.9274998,1.2275,4.6999998,1.1375,1.2474999,3.1025,3.1324999,1.3875,1.0375,1.265,1
1454,Survey interviewers and statistical clerks,14,2.155,4.1275001,3.6524999,1.5675,4.1125002,1.265,2.8875,3.0325,3.1424999,2.8249998,1.4075,2.5025001,1.23
1511,"Mail, postal and related workers",15,2.7433333,4.3466668,3.1599998,1.3033334,4.1566668,1.34,1.4433333,3.8933334,2.5733333,1.3866667,1.1566666,2.3866665,1.0533333
1512,Letter carriers,15,1.89,3.78,4.0500002,1.33,4.2399998,2.3099999,4.9099998,3.29,3.46,4.77,2.1500001,2.0599999,1
1513,"Couriers, messengers and door-to-door distributors",15,2.5899999,4.6900001,3.3699999,3.9200001,4.7199998,1.63,3.6500001,2.8099999,2.7,4.0700002,2.21,3.47,1
1521,Shippers and receivers,15,2.625,4.5999999,3.5799999,1.14,4.79,1.4349999,1.9300001,2.9549999,2.3199999,1.6800001,1.6500001,3.8,1.465
1522,Storekeepers and partspersons,15,2.7639999,4.572,3.7220001,1.312,4.7059999,1.6,2.0680001,3.704,3.25,1.732,1.928,2.608,1.274
1523,Production logistics co-ordinators,15,2.7449999,4.5699997,3.105,1.075,4.665,1.6099999,1.6700001,3.21,2.135,1.7,1.75,4.0450001,1.335
1524,Purchasing and inventory control workers,15,2.48,4.8699999,4.3400002,1.41,4.5799999,1.21,1.28,3.03,2.0599999,1.3099999,1.09,1.59,1.01
1525,Dispatchers,15,3.1599998,4.915,4.7200003,1.3900001,4.4650002,1.38,1.48,3.3600001,3.9200001,1.505,1.23,1.51,1.035
1526,Transportation route crew schedulers,15,2.55,4.29,3.0799999,1.28,4.5799999,1.1900001,1.21,2.48,1.9400001,1.04,1,1.37,1
2111,Physicists and astronomers,21,1.8775001,3.7350001,2.45,1.2925,4.5149999,1.4425,1.5525,2.5799999,2.075,1.46,1.1224999,2.2175,1.385
2112,Chemists,21,2.0799999,4.0566664,2.73,1.7066667,4.7066665,1.49,1.8133333,2.8299999,2.1300001,1.8666667,1.0466666,3.7633333,1.72
2113,Geoscientists and oceanographers,21,1.98,3.79,2.77,1.24,4.585,2.4400001,3.1900001,2.5749998,2.4300001,3,1.74,2.5250001,1.8050001
2114,Meteorologists and climatologists,21,1.95,3.75,3,1.05,4.5500002,2,2.2,2.8499999,3.3,1.79,1.21,1.4,1.21
2115,Other professional occupations in physical sciences,21,1.96,3.8499999,2.48,1.08,4.5799999,1.46,1.46,2.8499999,1.72,1.38,1.08,4.0999999,2.04
2121,Biologists and related scientists,21,2.2766666,3.9866667,2.9588888,2.1677778,4.6988888,2,2.3311112,2.8733332,2.5533333,2.4022222,1.6366667,3.1344445,1.6644444
2122,Forestry professionals,21,2.8299999,4.1199999,4.2249999,1.39,4.75,2.835,4.3699999,3.26,3.885,3.7649999,1.77,3.1799998,1.405
2123,"Agricultural representatives, consultants and specialists",21,2.4224999,4.3325,4.1424999,1.405,4.6975002,2.4650002,3.5875001,2.7850001,3.9075,3.8299999,2.0374999,2.6224999,1.485
2131,Civil engineers,21,2.2825,4.2674999,3.605,1.4499999,4.7449999,2.4724998,3.115,2.8025,3.075,3.1900001,1.5675,2.9275,1.9225
2132,Mechanical engineers,21,2.0725,4.1950002,3.0675001,1.1775,4.7449999,1.99,2.1300001,3.0050001,1.92,2.2375,1.3824999,3.6199999,1.79
2133,Electrical and electronics engineers,21,2.2049999,4.0900002,3.5,1.0599999,4.6999998,1.425,1.575,2.99,1.495,1.5350001,1.105,2.8099999,1.2650001
2134,Chemical engineers,21,2.2249999,4.0549998,2.895,1.585,4.75,2.5349998,2.4349999,2.885,2.105,2.4300001,1.53,4.0549998,2.4450002
2141,Industrial and manufacturing engineers,21,2.3449998,4.3000002,2.6949999,1.145,4.8800001,1.6600001,1.75,3.22,1.505,1.84,1.175,4.0999999,1.575
2142,Metallurgical and materials engineers,21,1.87,3.8499999,2.8699999,1.08,4.5900002,1.79,1.77,2.79,1.9,1.59,1.05,4.1500001,2.0999999
2143,Mining engineers,21,2.0699999,3.95,2.6300001,1.26,4.79,2.1300001,2.8699999,2.9100001,2.02,3.26,1.71,3.5,1.7
2144,Geological engineers,21,2.0699999,3.95,2.6300001,1.26,4.79,2.1300001,2.8699999,2.9100001,2.02,3.26,1.71,3.5,1.7
2145,Petroleum engineers,21,1.72,4.48,2.76,1.03,4.6500001,1.8099999,2.3399999,2.2,1.62,2.6300001,1.17,2.1900001,1.1799999
2146,Aerospace engineers,21,1.8099999,4.2399998,3.4300001,1,4.9200001,1.76,1.5599999,2.99,1.1,1.8200001,1.01,3.3599999,1.1799999
2147,Computer engineers (except software engineers and designers),21,2.02,3.904,2.9000001,1.018,4.5820003,1.344,1.398,2.6499999,1.77,1.416,1.14,1.808,1.27
2148,"Other professional engineers, n.e.c.",21,2.2608333,4.0983334,3.2450001,1.3008333,4.5875001,2.2974999,2.4625001,3.0216665,2.0274999,2.5325,1.6591667,3.1333334,1.86
2151,Architects,21,2.3,4.3699999,3.4400001,1.0700001,4.6700001,2.4400001,2.6300001,3.1099999,3.3699999,2.54,1.0700001,2.1099999,1.15
2152,Landscape architects,21,2.3199999,4.29,3.8199999,1,4.5700002,1.71,3.04,2.8599999,3.96,3.0699999,1.11,2.04,1.0700001
2153,Urban and land use planners,21,2.1100001,4.2799997,4.2750001,1.115,4.77,1.7850001,2.4050002,2.9050002,4.2049999,2.8400002,1.1949999,1.8199999,1.115
2154,Land surveyors,21,2.02,4.0900002,3.4400001,1.2850001,4.5550003,2.0550001,4.1900001,2.7649999,3.4849999,3.72,1.925,3.395,1.745
2161,"Mathematicians, statisticians and actuaries",21,1.8271428,3.7842858,2.6571429,1.2142857,4.4442859,1.1371429,1.1728572,2.5442858,1.7171428,1.3185714,1.0257143,1.1042857,1.0428572
2171,Information systems analysts and consultants,21,2.0142858,4.0757141,2.9214284,1.3457142,4.5528569,1.2457143,1.4271429,2.9114287,1.9914286,1.6542857,1.0685714,1.3557143,1.0814285
2172,Database analysts and data administrator,21,2.3099999,4.4200001,2.75,1.17,4.3099999,1.3099999,1.3099999,3.0599999,2.1500001,1.6799999,1.12,1.13,1
2173,Software engineers and designers,21,2.1366668,4.23,2.8133333,1.0599999,4.6733332,1.1133333,1.1366667,2.6733334,1.7466667,1.1799999,1.0933334,1.29,1.0133333
2174,Computer programmers and interactive media developers,21,2.0425,4.1025,2.3400002,1,4.6875,1.095,1.095,2.845,1.3975,1.235,1.035,1.13,1.0074999
2175,Web designers and developers,21,1.8599999,3.74,2.605,1.02,4.3899999,1.1400001,1.145,2.7,1.995,1.245,1.105,1.12,1.045
2211,Chemical technologists and technicians,22,2.97,4.0900002,2.3499999,1.3200001,4.7199998,1.54,1.58,3.3299999,1.4400001,1.48,1.67,4.9299998,1.96
2212,Geological and mineral technologists and technicians,22,1.925,3.595,2.7249999,1.075,4.4949999,1.9549999,2.5,2.7550001,1.95,2.5549998,1.795,3.2799997,2.02
2221,Biological technologists and technicians,22,2.3740001,4.1220002,3.122,2.26,4.7259998,2.2319999,2.6900001,3.2539999,3.05,2.8080001,1.7180001,4.1659999,2.0120001
2222,Agricultural and fish products inspectors,22,2.53,4.6100001,4.29,1.72,4.3400002,3.3399999,3.9200001,3.7,3.28,2.6700001,1.12,3.6800001,1.77
2223,Forestry technologists and technicians,22,3.05,4.4099998,3.8299999,1.6,4.98,3.27,4.4099998,3.7,3.5,4.1700001,2.71,3.98,2.24
2224,Conservation and fishery officers,22,2.865,4.7250004,4.6400003,1.95,4.6899996,2.76,4.375,3.3650002,4.3850002,4.54,2.2750001,3.03,1.745
2225,Landscape and horticulture technicians and specialists,22,3.0799999,3.97,4.2399998,1.51,4.5999999,2.1400001,4.75,3.8699999,3.6199999,3.9300001,3.3499999,4.4499998,2.23
2231,Civil engineering technologists and technicians,22,2.0066667,4.4533334,3.9100001,1.5133333,4.8566666,1.99,3.3499999,2.99,3.2933333,3.5233333,1.4166667,2.72,1.4299999
2232,Mechanical engineering technologists and technicians,22,2.3180001,4.3340001,3.1259999,1.194,4.8179998,2.0739999,2.3199999,3.3340001,1.586,2.066,1.5420001,4.4979997,2.392
2233,Industrial engineering and manufacturing technologists and technicians,22,2.296,4.2460003,2.9119999,1.176,4.7859998,1.6,1.74,3.0239999,1.5779999,1.684,1.418,3.96,1.654
2234,Construction estimators,22,1.8099999,4.23,3.45,1.09,4.5900002,1.62,2.0899999,2.77,2,1.77,1.3200001,2.23,1.5
2241,Electrical and electronics engineering technologists and technicians,22,2.5050001,4.1575003,3.0362501,1.355,4.6999998,2.1187501,2.25125,3.2837501,1.91875,2.2774999,1.6275001,3.8062501,2.0074999
2242,Electronic service technicians (household and business equipment),22,2.22,4.3150001,3.8074999,1.3625,4.3600001,2.0374999,2.9400001,3.28,3.0225,3.605,1.345,2.9650002,1.7674999
2243,Industrial instrument technicians and mechanics,22,2.1600001,4.3299999,1.74,1.5700001,5,3.3199999,3.9200001,3.8900001,1.72,3.1199999,1.7,4.7800002,3.5699999
2244,"Aircraft instrument, electrical and avionics mechanics, technicians and inspectors",22,2.5599999,4.23,2.7049999,1.135,4.4400001,1.91,2.1500001,3.605,1.84,1.6849999,1.9349999,4.4099998,2.0999999
2251,Architectural technologists and technicians,22,2.21,3.77,3.6500001,1.24,4.9499998,2.02,2.5799999,2.8599999,2.45,2.48,1.24,2.04,1.37
2252,Industrial designers,22,1.78,4.3800001,4.0100002,1.01,4.9899998,1.27,1.46,2.9400001,1.51,2.03,1.2,3.3900001,1.28
2253,Drafting technologists and technicians,22,2.102,3.9919999,3.082,1.076,4.796,1.47,1.8660001,2.928,1.778,1.834,1.108,2.244,1.152
2254,Land survey technologists and technicians,22,2.22,4.04,3.04,1.42,4.8299999,2.1700001,4.6700001,3,2.5,3.6199999,1.75,4.21,1.65
2255,Technical occupations in geomatics and meteorology,22,1.924,4.0120001,3.21,1.036,4.4200001,1.712,2.3400002,2.97,2.3180001,2.4860001,1.61,1.582,1.192
2261,Non-destructive testers and inspection technicians,22,2.3499999,4.29,2.9250002,1.15,4.5500002,2.4749999,2.585,3.49,1.745,2.21,1.39,4.8249998,2.27
2262,Engineering inspectors and regulatory officers,22,2.3166666,4.4833331,3.03,1.2966666,4.3933334,2.0866666,2.7866666,3.4666667,1.7766666,2.28,1.6433333,4.5133333,1.7933334
2263,Inspectors in public and environmental health and occupational health and safety,22,2.575,4.1300001,3.3150001,1.9100001,4.7150002,2.905,3.2650001,3.2449999,2.4749999,3.145,1.5350001,3.98,2.3050001
2264,Construction inspectors,22,2.355,4.23,3.2449999,1.29,4.5650001,2.8299999,3.165,3.5599999,2.5799999,2.875,1.39,4.48,1.89
2271,"Air pilots, flight engineers and flying instructors",22,2.7150002,4.8199997,4.1599998,2.0599999,4.5599999,2.395,4.1300001,4.27,3.4349999,4.4200001,2.28,3.8850002,2.845
2272,Air traffic controllers and related occupations,22,2.21,4.71,4.25,1.28,4.1199999,1.14,1.13,4.2800002,3.6300001,1.2,1.13,1.13,1.13
2273,"Deck officers, water transport",22,2.8333335,4.52,3.26,1.73,4.7233334,3.1633334,4.2966666,3.8466666,2.46,4.3433332,2.9866667,4.4000001,2.0666666
2274,"Engineer officers, water transport",22,2.55,4.6500001,2.1199999,1.64,4.6300001,2.03,4.4899998,3.8599999,1.64,2.9000001,2.4100001,4.9400001,2.3900001
2275,Railway traffic controllers and marine traffic regulators,22,2.76,4.8800001,4.5300002,1.34,4.54,1.67,1.84,3.3199999,3.21,1.9,1.46,1.5700001,1.05
2281,Computer network technicians,22,2.77,4.46,1.8,1.1,4.5100002,1.12,1.4299999,3.1500001,1.47,2.1500001,1.03,1.36,1.02
2282,User support technicians,22,2.5,4.8600001,3.3399999,1.3,4.8000002,1.12,2.51,3.55,2.1099999,1.23,1.02,1.0700001,1.01
2283,Information systems testing technicians,22,1.96,4.1500001,1.8099999,1,4.7399998,1.0700001,1.15,2.8900001,1.37,1.15,1.0700001,1.0700001,1
3011,Nursing co-ordinators and supervisors,30,4.7400002,4.6700001,4.1999998,4.8633332,4.9200001,1.09,1.08,4.5866666,3.9266665,1.2433333,1,4.1499996,2.5799999
3012,Registered nurses and registered psychiatric nurses,30,4.875,4.7550001,4.0250001,4.4949999,4.8499999,1.13,1.53,4.415,4.0599999,1.8099999,1.0450001,3.3499999,1.7149999
3111,Specialist physicians,31,4.4505,4.6285,3.9974999,4.2160001,4.8460002,1.193,1.2805001,4.191,3.612,1.4295,1.049,3.382,2.1059999
3112,General practitioners and family physicians,31,4.4400001,4.8400002,4.6199999,5,4.8000002,1.02,1.09,4.6199999,3.6700001,1.1,1,2.4100001,1.29
3113,Dentists,31,4.6599998,4.8000002,4.5300002,4.5950003,4.9674997,1.0125,1.0175,4.8775001,4.46,1.0325,1.0175,4.8975,2.1599998
3114,Veterinarians,31,4.1700001,4.7199998,4.73,4.5599999,4.75,2.0799999,2.24,4.6199999,4.5100002,2.03,1.73,3.4100001,3.0599999
3121,Optometrists,31,4.5,4.6500001,4.6100001,4,4.9099998,1.04,1,4.6100001,4.27,1,1,2.1300001,1.17
3122,Chiropractors,31,4.6999998,5,3.5999999,3.1300001,4.98,1.0700001,1.09,4.8400002,4.0700002,1.28,1,1.09,1.0700001
3124,Allied primary health practitioners,31,4.8899999,4.6725001,3.9375,4.4450002,4.875,1.0799999,1.0425,4.6300001,4.2925,1.54,1,4.3024998,2.3125
3125,Other professional occupations in health diagnosing and treating,31,4.7249999,4.9749999,4.2550001,4.3099999,4.895,1,1.05,4.585,3.885,1.0799999,1,2.71,1.3200001
3131,Pharmacists,31,4.1700001,4.8899999,4.4499998,4.0300002,4.9400001,1.04,1.05,3.8900001,4.1799998,1.1799999,1.01,1.75,1.0599999
3132,Dietitians and nutritionists,31,4.3200002,4.48,4.3499999,4.1700001,4.9099998,1.35,1.39,3.77,4.3600001,1.96,1,2.8199999,1.33
3141,Audiologists and speech-language pathologists,31,4.1700001,4.7550001,3.96,3.3899999,4.8400002,1.04,1.0550001,3.9200001,3.8,1.46,1.0350001,2.2950001,1.4200001
3142,Physiotherapists,31,4.6900001,4.98,4.6199999,3.6800001,5,1.25,1.37,4.9899998,4.1900001,1.42,1,2.6099999,1.24
3143,Occupational therapists,31,4.7600002,4.8099999,4.29,4.6700001,4.9499998,1.4299999,1.67,4.8099999,4.0999999,2.24,1.14,3.24,1.33
3144,Other professional occupations in therapy and assessment,31,4.3833332,4.6866665,3.5166667,3.4133334,4.9133334,2.3066666,3.4866667,4.5066667,2.8833334,2.9266667,1.3933333,2.1300001,1.21
3211,Medical laboratory technologists,32,2.9333334,4.125,3.0966668,4.3483334,4.6916666,1.0233333,1.015,3.5900002,2.2750001,1.015,1,4.4899998,1.9683334
3212,Medical laboratory technicians and pathologists' assistants,32,4.5700002,4.8200002,4.27,4.5,4.8200002,1.14,1.27,4.0500002,4.0900002,1.45,1,4.8200002,3.23
3213,Animal health technologists and veterinary technicians,32,4.1749997,4.9250002,4.4449997,4.0650001,4.6399999,1.4200001,2.3049998,4.5900002,3.99,1.38,1.05,3.6849999,3.405
3214,"Respiratory therapists, clinical perfusionists and cardiopulmonary technologists",32,4.6350002,4.9200001,4.1149998,4.9000001,4.8850002,1.005,1.025,4.8299999,3.9650002,1.145,1,4.0349998,2.9549999
3215,Medical radiation technologists,32,4.6540003,4.7999997,4.1919999,4.632,4.7059999,1.09,1.09,4.5580001,4.3039999,1.198,1.082,3.6140001,3.3080001
3216,Medical sonographers,32,4.2800002,4.8499999,4.23,4.46,4.3099999,1,1.05,4.8099999,3.9300001,1.14,1,3.99,1.85
3217,"Cardiology technologists and electrophysiological diagnostic technologists, n.e.c.",32,4.5700002,4.9400001,4.23,3.95,4.7399998,1,1,4.8800001,3.76,1.08,1,4.1999998,2.78
3219,Other medical technologists and technicians (except dental health),32,4.1259999,4.6220002,4.1259999,3.72,4.6760001,1.132,1.204,4.204,3.7119999,1.694,1.112,3.908,1.898
3221,Denturists,32,2.1300001,3.6199999,2.6800001,3.8599999,4.5599999,1.01,1.1900001,3.0999999,1.79,1.61,1,4.71,1.63
3222,Dental hygienists and dental therapists,32,4.5599999,5,3.9000001,5,4.8699999,1.0599999,1.12,4.9899998,4.02,1,1,5,1.5599999
3223,"Dental technologists, technicians and laboratory assistants",32,2.1300001,3.6199999,2.6800001,3.8599999,4.5599999,1.01,1.1900001,3.0999999,1.79,1.61,1,4.71,1.63
3231,Opticians,32,3.3699999,4.8099999,4.7399998,2.5899999,4.8499999,1.04,1,4.3299999,4.6999998,1.11,1,1.78,1
3232,Practitioners of natural healing,32,4.3200002,4.8000002,3.7,4.3800001,4.4200001,1.1900001,1.12,4.6300001,3.9400001,1.1900001,1,2.23,1
3233,Licensed practical nurses,32,4.8600001,4.8800001,3.8299999,4.7399998,4.9099998,1.08,1.08,4.5999999,3.8099999,1.11,1.0599999,3.7,1.35
3234,Paramedical occupations,32,4.5599999,4.625,4.4300003,4.23,4.5100002,3.49,4.5250001,4.7350001,4.3649998,4.335,1.595,4.4400001,2.3199999
3236,Massage therapists,32,4.0700002,4.4099998,3.9300001,2.4000001,4.3299999,1.45,1.23,4.5500002,4.3299999,1.03,1,1.3099999,1.03
3237,Other technical occupations in therapy and assessment,32,4.2071428,4.7042856,3.7857144,3.7171428,4.702857,1.2057142,1.38,4.3214288,3.6742857,1.6857142,1.0771428,2.6714287,1.3
3411,Dental assistants,34,4.7600002,4.8899999,4.25,4.8400002,4.6599998,1,1.1900001,4.9400001,3.7,1,1,5,2.5
3413,"Nurse aides, orderlies and patient service associates",34,4.73,4.5625,3.6025,4.2249999,4.5725002,1.235,1.6849999,4.3575001,3.1875,1.915,1.03,2.8175001,1.505
3414,Other assisting occupations in support of health services,34,4.5357141,4.6728573,4.0900002,4.5371428,4.6671429,1.13,1.1185714,4.5314288,3.6128571,1.2385714,1.0071429,3.8828571,2.6285715
4011,University professors and lecturers,40,2.890625,4.3537502,3.1643751,1.5534375,4.5531249,1.230625,1.408125,2.9081249,2.9859376,1.4825,1.0625,1.4875,1.120625
4012,Post-secondary teaching and research assistants,40,3.3,4.5900002,2.73,1.24,4.6199999,1.0599999,1.1,3.45,2.3900001,1.1799999,1,1.86,1.1900001
4021,College and other vocational instructors,40,3.1866667,4.7200003,3.6733334,1.59,4.4733334,1.4033333,1.5533333,3.4133334,3.3599999,1.4166666,1.1566666,2.0833333,1.17
4031,Secondary school teachers,40,3.5728571,4.71,3.6557143,2.3114285,4.7271428,1.4914286,1.79,4.0171428,3.28,1.5257143,1.1257143,1.77,1.0757142
4032,Elementary school and kindergarten teachers,40,4.02,4.75,3.74,3.2066667,4.5599999,1.6733333,2.5599999,4.2133336,3.1033332,1.2633333,1.0733333,1.1666666,1.0133333
4033,Educational counsellors,40,3.605,4.5299997,3.105,2.29,4.5549998,1.9549999,2.345,4.3150001,3.1849999,1.95,1.035,1.495,1.3399999
4111,Judges,41,2.5933332,4.5166664,4.0533333,1.98,4.7199998,1.0233333,1.1066667,3.3166666,3.9533334,1.37,1,1.0366666,1
4112,Lawyers and Quebec notaries,41,2.2349999,4.1399999,3.2049999,1.325,4.7950001,1.14,1.1800001,2.3399999,2.73,1.5849999,1,1.045,1.03
4151,Psychologists,41,4.04,4.4380002,3.7839999,2.2979999,4.8779998,1.196,1.3019999,3.204,2.878,1.4760001,1.018,1.17,1.066
4152,Social workers,41,4.5500002,4.8149996,4.395,3.4850001,4.9749999,1.77,2.4749999,3.635,4.3699999,2.78,1.04,1.66,1.29
4153,"Family, marriage and other related counsellors",41,4.4025002,4.605,3.915,2.5699999,4.7825003,1.3575001,1.5625,3.3299999,3.5574999,1.6725,1.0175,1.255,1.04
4154,Professional occupations in religion,41,4.2849998,4.7849998,4.3249998,2.0599999,4.7700005,1.5550001,1.825,3.0550001,3.835,2.8,1.075,1.0550001,1.01
4155,Probation and parole officers and related occupations,41,2.99,4.8899999,3.96,3.0799999,4.8299999,1.5599999,2.53,3.29,3.8699999,2.8099999,1.08,2.01,1.28
