province,occ_4_digit,female,lives_with_health_worker,lives_with_health_worker_1,lives_with_health_worker_2,lives_with_health_worker_3,age_60_plus,lives_with_age_60_plus,age_15_24,age_25_34,age_35_44,age_45_54,age_55_64,age_65_74,age_75_plus,lives_with_kids_17_under,lives_with_kids_5_under,lives_with_kids_6_12,lives_with_kids_13_17,lives_with_kids_6_17,lone_parent,multi_gen_hh,low_income_family,educ_lesshighschool,educ_highschool,educ_somecollege,educ_bachelor,main_earner_cf,main_earner_ef,main_earner_hh,language_spoken_not_english,immigrant,nonperm_res,visible_minority_1,visible_minority_2,unsuitable_dwelling,shelter_cost_income_ratio,low_income_nbhd,number_of_families,takes_public_transit,duration_of_commute,work_from_home,mental_health_sometimes,mental_health_always
NL,11,.27936468,.15341894,.072628133,.074701265,.0061047119,.30215788,.38784063,.053839065,.075491235,.20206539,.24188384,.29995826,.09810435,.028657852,.39737862,.11479071,.12020934,.27337688,.35754743,.072892137,.015237791,.036915876,.055206511,.18472628,.3904233,.36964393,.73575622,.73554462,.73546922,.042419266,-.00003600452,-5.6730019e-06,.000036053374,.23694716,.028270679,12.071024,.18356998,18728.895,.020322986,15.840732,-.0053711152,.0077772136,.0068941684
NL,12,.59119278,.11755483,.031205375,.073256172,.013104977,.19587551,.29497373,.00044329168,.038597982,.14957945,.44579923,.27565333,.089825176,.00010155267,.36345872,.049759034,.21377169,.18958974,.33662173,.062472548,.03750889,.005245456,.0010840263,.061880685,.46422994,.47280538,.66066563,.64545816,.64546514,.006079297,.0018790684,4.3540576e-06,-5.0516460e-06,.079034992,.011273739,10.421033,.19035922,14284.01,.000013360993,13.74351,.0052058809,.045764495,-.000010961291
NL,13,.35026515,.063628845,.03185967,.031745031,8.7006265e-06,.23340023,.32258329,-.00046747955,.071633078,.2428716,.24317206,.34852222,.073521808,.020746732,.31997797,.10422058,.19103855,.18202242,.29975685,.041461304,.012023598,.0094272681,.010965512,.20145753,.29710102,.49047595,.68557531,.68629271,.67323261,3.1757588e-06,-.000052330968,.0097264946,.0096989628,.077821977,.0056944448,12.447983,.026002428,30099.154,.024446679,12.555682,.2352142,.061832592,.0077878647
NL,14,.50684428,.077702999,.036323003,.022175377,.019220009,.18610491,.33070192,.00006520607,.035196628,.12305601,.51250833,.24814747,.081010796,.000015579422,.25387818,.044438548,.094095841,.14360991,.23764847,.047465015,.043281995,.027773265,.00012820963,.087612599,.28356558,.62869364,.71953678,.71953845,.71950793,.000045421428,-.000025547419,1.0565861e-07,.0076314728,.067857243,.020111926,109.5274,.1050872,22139.322,.000029963516,15.584625,.088186756,.085970551,.0096964873
NL,15,.37121847,.076171748,.018406237,.034997482,.021967897,.19673084,.2296131,.011987944,.10003595,.20883049,.34203476,.24168903,.051825896,.043595996,.3665027,.14515503,.16304047,.14197275,.2340332,.0090838196,.017394936,.02668157,.066334605,.22740863,.37430325,.33195356,.76114231,.75590807,.75798756,.0059886705,.00029650633,-.00083892967,-.001017118,.042235781,.0069037322,8.4847841,.093792193,24177.689,-.0035412507,10.886296,.16266763,.065483809,.025111724
NL,16,.065255709,.13812052,.039780248,.099756747,-.0014745969,.29209596,.34070089,-.0024786673,.059834752,.22491223,.28885934,.27404797,.13351509,.021309331,.39310023,.10309383,.19430619,.17345196,.31555814,.014032305,.02103297,.017228972,.036002554,.16114785,.43737981,.36546981,.84152973,.84323388,.8435477,-.000026187312,-.00040912387,.04360589,-.00023244759,.077945493,.000021956306,10.323196,.054715853,19651.717,.0037611455,18.331083,.054756369,.03977688,.017010082
NL,111,.62604827,.066134371,.018687963,.043241806,.0055867573,.091390096,.16998504,.00034315724,.15959014,.30155772,.31745213,.17579287,.049271848,-.0040078168,.39362067,.17918032,.19400142,.15611114,.26643234,.035226647,.036578197,.01034919,-.0070593804,.080712184,.31206554,.61428159,.66816217,.67275155,.671404,.0024790594,-.0014124417,.0075948522,.009497175,.070054106,.002872719,5.8395176,.059906442,23724.941,.0010420057,15.586124,.033603247,.10785625,-.00075782137
NL,112,.66516519,.092547007,.042388942,.051553167,.0061941156,.10511769,.14914298,-.0037000715,.15425453,.37553132,.27023393,.17788981,.010663759,.015126782,.47183695,.1457997,.25754729,.21200453,.37842351,.042267565,.019271838,.00040563932,.0085787652,.044754732,.33619505,.61047149,.70565534,.70324063,.69546849,-.0046766796,.0053646495,.010240247,.011608523,.06669122,.00080064568,32.410572,.048820272,26064.434,-.0012012102,20.364344,.025922449,.076214626,.021517595
NL,113,.26117644,.12662849,.074026421,.053249739,-.0013755453,.104671,.1418674,.019687982,.086004823,.30236509,.37398639,.18795528,.035987493,-.0059870579,.4093737,.12730102,.25817904,.24824098,.33223674,-.009634478,.057739325,.021075858,-.0085596452,.1981352,.59166384,.21876065,.75381339,.75605553,.73810101,-.000078822894,.020374093,.026778152,.025943436,.066135176,.012148514,73.838264,.045726214,21329.912,.0025922281,27.27998,.021348402,.072026491,.024547601
NL,114,.49198902,.13720074,.033799239,.088985413,.014527526,.068260029,.18081544,.0086996611,.11655023,.28227738,.37876481,.18837896,.011029822,.01429916,.46011844,.13190253,.24667199,.19721617,.38139591,.062795386,.024995929,.0026530465,.017605787,.11509088,.44412696,.42317638,.70500702,.69493335,.69692665,-.010867018,.022411922,-.0046240641,.0041744625,.04495902,.0018902287,.81863528,.088236958,20755.846,.0028858662,14.702883,.041221391,.05610593,.01656829
NL,121,.37936491,.10909201,-.00013254631,.10883603,.00060246477,.13665925,.15826218,-.0015577468,.091683462,.34853521,.29900515,.19523448,.048870176,.01822927,.37529194,.12995106,.19441041,.14636296,.31980103,.059333459,.031069845,.030480394,.01500552,.21765868,.44086659,.32646921,.63100016,.63163912,.6309914,-.0010520273,-.0013924333,-.0023554901,.05036971,.1311059,.0057625514,22.84053,.083969876,23277.986,.00041821855,17.678329,.10419016,.080157302,.03843417
NL,122,.73555064,.083588541,.022176329,.049500994,.021566931,.080728725,.16464247,.0014204168,.21386148,.17155519,.32769066,.27503657,.010483418,-.000047675603,.36805755,.12830028,.15669204,.14467527,.26407063,.049814172,.032603599,.0014844607,-.0023215711,.28257218,.48643872,.23331071,.61481977,.61466682,.61446542,.021429008,.029421102,.00043993018,.039203141,.11605383,.027706752,13.389777,.12183196,13558.123,-.00017168054,16.186552,.00715143,.094332084,.023367314
NL,124,.58501804,.094807148,.022526525,.075138487,-.00016407137,.045456111,.14199221,.0054933829,.15195706,.35626134,.32616889,.12284017,.033152815,.004126335,.46402347,.21584754,.21042328,.15705223,.32109517,.074263908,.016070986,-.011205199,-.0088566942,.11799993,.22949539,.66136146,.668769,.64075983,.61114019,-.00094193971,.0096410606,-.00405643,.028655829,.037437718,-.0052905576,8.2339449,.010126734,33965.422,-.0029004216,16.075796,.089687273,.11748767,.0382917
NL,125,.37068704,.13832159,.020401245,.12011669,-.001554405,.2362662,.40647072,.017343082,.037504587,.26857507,.33698118,.21279541,.11658938,.010211326,.43581599,.062240895,.31903154,.20980652,.4145931,.077586353,.10489807,.034337565,.033765733,.26079273,.42178488,.2836566,.50929576,.49414799,.49154082,-.0032901231,-.00026105912,-.0034936755,-.0021651881,.041564167,.010041345,15.381441,.058463264,21904.68,-.00036868211,15.053182,.25918025,.12879713,.018722946
NL,131,.37863728,.092261039,.00075310504,.05784991,.033868782,.10355141,.14832556,-.0025077723,.030972376,.37346908,.32157582,.2545644,.0001247786,.021801354,.37799186,.10553056,.26900315,.090976648,.31846237,.079127096,-.00530532,.00062275678,-.006262932,.15420939,.49633303,.35572052,.85203284,.85190654,.84951192,-.0011998471,-.00095274579,.00099332863,-.0014095372,.13325757,-.00084174611,12.908083,.020488665,32815.66,-.0026650876,14.65529,.070607349,.09609127,.039695978
NL,132,.59315443,.079769298,.079711676,-.000048365444,.00028818101,.14126161,.21483524,-.00099741912,.13003086,.42880031,.22751758,.13785952,-.0006593882,.077448599,.63905233,.39392123,.24386612,.33398813,.33331522,.078971885,.07824301,.00094658881,.15118465,.1676514,.38189635,.29926759,.56495345,.48768941,.4874703,.00016016357,.00059097138,.00023202722,.00067401555,.068799675,.00038015531,15.551364,-.0045350641,15485.546,.080930836,13.09409,.078169383,.0011773556,.00084951334
NL,211,.23556298,.062044814,-.0050854539,.068655051,-.002526483,.067002408,.079450823,.00065246486,.14345352,.43494907,.32169428,.055980377,.045492139,-.0022217899,.60142547,.29324204,.30210105,.23193941,.3904365,-.00012577092,.0011833389,.0051257536,-.0044412958,-.016219584,.24208899,.7785719,.85057473,.82482773,.79681671,.052888993,.088646322,.016365254,.093621142,.13227434,.00086953084,16.360382,.038547225,35323.445,.019703824,22.100014,.12096124,.060972165,.017049629
NL,212,.38178512,.090936527,.095328085,-.0078534074,.0021591496,.12396245,.095284775,.0056056716,.35970664,.28870162,.087905511,.18559381,.074447781,-.001961004,.59548491,.31577033,.35590115,.15361935,.41214105,-.018649124,-.002074447,.078356557,-.013390161,.0099699274,.26671544,.73670483,.51296729,.50672138,.49565056,.00112167,.017899381,.0057235523,.022192888,-.006384775,.001341844,-25.106152,-.013862636,24059.063,-.0062363166,11.13683,.14773536,.12262928,.064560264
NL,213,.31044906,.12077684,.061030515,.047538958,.013156542,.050242335,.064208999,-.0015200892,.12922893,.32142264,.35686564,.18509059,.010724517,-.0018122018,.49358371,.15027957,.28241706,.17727484,.39574558,.045486663,-.0083044879,.023347907,-.001069863,.032826815,.4382056,.53003746,.78216845,.78265852,.77063984,.0021191232,.033444412,.0050870604,.02333441,.045973655,.01359349,16.167854,.04044833,27861.133,.012776902,18.907679,.067688063,.1287894,.0067059235
NL,311,.80307674,.19000548,.072629735,.095209055,.022149617,.12847045,.21897246,.00038100005,.085738882,.18894432,.42798424,.26243997,.034255058,.00025654197,.36372456,.059498526,.2110755,.19595912,.32888466,.082481079,.030465368,.0073286872,.019355373,.076680742,.31449482,.58946913,.72069734,.72096568,.70822448,.0016340017,-.00071199803,.0095725404,.01652527,.1197067,.028931282,11.915678,.15369903,15344.384,.000064572807,13.960758,.01732526,.07488659,.037510831
NL,411,.51849675,.15683642,.061594736,.094955757,.00019805669,.086791776,.17505786,-.0025606002,.086587235,.23314324,.36264688,.32027259,-.00001042895,-.00007888562,.28054953,.12864822,.11700851,.10121893,.22002323,.069866031,.023046292,-.0014115032,-.0046129478,-.0024836233,.17272992,.83436662,.7379874,.73906273,.73897088,-.0040570255,.037713122,.000066468478,-.000060165112,.11142175,.068139061,13.259007,.099280603,26974.754,.0006017636,17.185688,-.00037384615,.13382836,.00048577692
NL,412,.38008016,.13637228,.082180977,.053837553,.00024335604,.10332973,.20743258,.031931147,.03792705,.064336315,.59193331,.23587798,.038086031,-.000091844071,.36402103,.085120447,.070251919,.22014049,.26662776,.052138373,.052379332,-.0021596204,-.017724143,.0051229745,.24404328,.76855791,.79312837,.79857612,.79806513,-.019107223,-.0022613145,.00050050492,.028128227,.092594378,.036072712,11.599506,.020148646,19707.266,.0019096527,15.291442,-.0017727079,.1043459,.0023956685
NL,413,.8022126,.16005562,.1578036,.0010735989,.00094946288,.17351599,.17498648,-.0003024675,.10306554,.31660759,.41252139,.17145585,-.0029334724,-.00041435973,.40668207,.09530177,.30976585,.022880889,.31014875,.10227622,-.0010905396,-.00053023547,-.00068862736,-.0094987676,.025225997,.98496139,.71910989,.71823668,.71876061,.024028147,.000089327455,.00009329617,-.0016209714,.070906021,-.00039556809,9.2797585,.3623895,8920.5859,-.00042459648,26.80991,-.0023354627,.020624727,.00054710172
NL,414,.2993049,.13915098,.0539102,.08518561,.00001101769,.052812133,.080442019,-.00017350964,.033645276,.2683762,.3423481,.35579681,.000035621786,-.000028449107,.34267062,.13925882,.15205936,.21402363,.28883681,-.00041870642,-.0016391369,-.00029544701,.024910089,.053878684,.52618492,.39502639,.81766379,.81809604,.81813085,.005053577,.000021526308,.000015449536,-.000074520714,.047405109,-.0015644138,13.259615,.039557651,21854.982,.000033358996,15.663416,-.0001612843,.076591417,.00022688895
NL,421,.66809118,.1035058,.035702776,.069756299,-.000043153763,.1569221,.25426912,.0074052415,.10482039,.28133476,.29719013,.27353486,.024762332,.010952301,.40901196,.15867589,.20363475,.20457411,.34008268,.076039247,-.00080442987,.0065022279,-.0019885972,.031147048,.1856004,.78524119,.65022278,.65035129,.64891618,.021733584,.042047262,.0092078801,.021333311,.088768162,.023800611,13.034071,.05406791,27744.971,.017973682,18.957317,.016793072,.082785115,.0087959748
NL,422,.48374155,.077015676,.035186347,.02548012,.016349213,.054973155,.098647177,3.2596290e-09,.043832853,.22991706,.56471622,.15429455,.0072393715,-9.3132257e-10,.49229068,.12602323,.27191919,.25138888,.46113497,.03484866,.021270495,.020576375,2.2351742e-08,0,.018679917,.98132008,.83249635,.82273424,.82273424,.0042469436,-1.7462294e-10,4.6566123e-10,-9.3132257e-10,.11827205,.0042469259,10.59096,.20353808,12355.916,.0097621465,16.510962,.016396821,.026297688,-1.8626451e-09
NL,423,.81009632,.071412005,.029578626,.014521095,.026748771,.1780003,.23109634,.0071295435,.15453187,.35028669,.26736873,.17950763,.03700624,.0041693281,.36095813,.10629886,.18033768,.13026737,.2754198,.047231354,.010416085,.0045802491,.039127599,.11789696,.36423162,.47874382,.51530665,.49967447,.49967566,.0034521963,.007959364,-.000012008586,-.0026776234,.073649786,.013849433,15.465954,.15932949,19324.041,-.0015769311,13.243567,.052081596,.075020909,.016121807
NL,432,.0012815855,.30629557,.00045586005,.30622613,-.00032760948,.16611387,.16672093,.0020410586,.048448682,.048149273,.42955422,.47111791,.00058379769,.00010513811,.14780457,.14580227,.14816545,.099278122,.14884368,.00031744875,.00075095065,.0009259358,.0012534782,.19377539,.8113901,-.0064189471,.9980514,.99784994,.99788129,.048790094,.00019767298,-.000053857279,.00024494948,.14635569,.098202199,8.9882622,.050810277,20384.707,-.00040033413,26.873762,.00053012371,.00064205192,-.00021847524
NL,433,.16743213,.06639,.02448673,.028582379,.013416965,.10314156,.12919894,.20947671,.21000147,.12520155,.3250508,.08014527,.035026059,.015098103,.203354,.10292953,.017539799,.08425308,.10162869,.015874783,.00052284263,-.0008848533,-.0020089485,.2067132,.32459134,.47070444,.6865567,.68701869,.68672603,-.00015711598,-.00012170104,.000010097167,.00025979627,.033002667,-.00055146217,13.226353,.12580724,9885.6914,.021164563,19.873186,-.00078170747,.066533841,-.00034880079
NL,511,.73266423,.045541823,-.0012252133,-.0075978111,.050674982,.24348103,.31439766,.17381845,.30178916,.03476559,.15238717,.27096432,.068975747,-.002700387,.37176469,.15704834,.12189911,.15304628,.20163372,-.0047401846,-.0053583295,.15537621,.0098700766,.038630847,.28025898,.67124009,.52164364,.53217578,.54034483,-.0069844797,-.0061286949,-.0048606442,-.013081065,.099805422,.070396252,16.98222,.068961084,21874.092,.0032619697,9.1831112,-.0010564211,.1122311,.094917223
NL,513,.36734366,.16366839,.068909369,.096208781,.020168923,.094534382,.24825588,.11156689,.20380495,.20890883,.20824349,.22410516,.045913197,-.0025424953,.24996392,.16087623,.069630854,.057303481,.12051698,-.00073896931,.024246827,.045154165,.048180886,.12915727,.48867679,.33398512,.49141887,.47910607,.47525549,.0015721566,-.0001322974,.000092191389,-.0017506761,.065495193,.0062833978,14.601433,.070355833,15316.927,.025768777,17.792194,.010060613,.14225759,.11749193
NL,601,.27258256,.10374178,.017744383,.075662456,.0071716066,.21438605,.25910044,-.0035196487,.14615768,.32849297,.24471369,.2456526,.029752886,.0087498063,.39003298,.15504254,.15644175,.16204594,.28728843,.073035315,.0633635,.039857183,.0041485964,.32868007,.37571874,.29145265,.76069176,.75269103,.76147544,.00017086336,-.00029400593,.012808247,.0095983753,.028436875,.023812816,86.799255,.0247966,28398.17,-.0074474709,14.13782,.1593142,.059220701,-.0057088248
NL,621,.47532743,.079744019,.024912553,.040600963,.014237621,.15060805,.24294552,.04086322,.13584681,.23102514,.30621821,.22672005,.047616582,.011710036,.35673937,.10931126,.17203724,.17135817,.29027578,.05894392,.041422442,.051559366,.097202308,.41251275,.39315712,.097127832,.60732585,.59826517,.57036406,.0020415718,.0025359315,.0048602885,.0077228774,.0677457,.01812868,26.69589,.13708167,14018.05,.011637892,12.641426,.046417013,.1053548,.034241512
NL,631,.59796625,.079358421,.017342446,.053415019,.011262361,.10771823,.23161207,.05993497,.26267114,.19993182,.25846463,.17921077,.037086483,.0027001733,.33560434,.12237432,.14536484,.1724484,.25584149,.070683032,.060235847,.090232633,.084730513,.41746804,.34850976,.14929175,.56198061,.54876369,.50157863,.066825598,.055626225,.007284624,.10864947,.15245,.015348381,26.035515,.12571324,20044.195,.024715964,12.506282,.038873047,.096138418,.028989935
NL,632,.60479051,.031837124,.011962731,.020064764,.0015376471,.36576045,.50532913,-.0096121207,.078278892,.086816326,.29405591,.407224,.14434966,-.0011126422,.25095689,.086271487,.12680472,.0898543,.19710642,.067907766,.058610182,.15639934,.090419285,.3059206,.4351452,.16851491,.51598901,.48570767,.48909053,.0017845519,.0028014169,-.00085946289,.023456154,.12204619,.02776042,25.25005,.21599087,8831.0234,.0089844707,15.131559,.17053869,.042887412,.01721823
NL,651,.61670786,.036244813,-.0008093823,.038695313,-.006149915,.18770868,.24182625,.060861617,.1918685,.14267537,.30482453,.18779565,.10538131,.0065930276,.33837467,.15722129,.1521343,.15202567,.26588273,.057667777,.071207851,.082829952,.052131951,.31734344,.43254966,.19797495,.55697805,.52917653,.48028991,-.000027451795,.00075426773,-.00055491494,.052048016,.15998736,.049798682,20.720072,.074452594,23848.641,.053574469,12.940875,.16754255,.093713298,.059898417
NL,711,.093679994,.079258315,.031412799,.039452557,.0084206639,.14327787,.17163379,.013736299,.1800736,.250352,.29951325,.19988319,.053879175,.0025625604,.40579891,.16307651,.20232853,.14754568,.31135723,.013058472,.029572476,.044223618,.055938348,.15611899,.64420164,.14374106,.84774691,.84819734,.83541739,.0057132682,.0092472155,.0073930281,.0065287864,.065090731,.0043714717,31.446779,.085421287,12004.93,.0044083921,27.598722,.066117115,.066302687,.025277235
NL,712,.075492829,.17357086,.052979261,.10194466,.018654592,.20492995,.23378679,.0001382241,.1232603,.2623432,.33632696,.14611578,.11505394,.01676161,.39225107,.1590486,.27174786,.15645356,.34088048,.081284203,.015972454,.15563796,.17746985,.33646557,.43727589,.048788741,.62102866,.60869801,.57390195,-.00055792928,-.001894409,-.00068959547,-.0012927353,.079430908,.00019795261,22.857199,.12982187,18638.355,.016006071,15.706499,.094533883,.11864128,.030529981
NL,714,.19047758,.1282635,.032534875,.068765484,.027100204,.1599856,.25413412,.020869583,.10465799,.23196208,.30748314,.24581283,.071570843,.01764355,.34784865,.13374615,.14643696,.16609079,.25761512,.052586529,.05723431,.03858874,.095831484,.18526044,.56408906,.154819,.78844452,.77483523,.75952464,.0086658662,.001748489,.0012598229,.0095065804,.08029604,.018576687,14.207729,.14475691,15974.069,.0045447489,19.491476,.056058556,.079474978,.023589864
NL,731,.28026047,.1388149,.033455022,.043973815,.061015613,.11015095,.21237722,-.0045473897,.11060668,.24375984,.34350958,.29495722,.013438649,-.0017245689,.47923782,.10334881,.19684939,.23247933,.39259517,.035331242,.026157638,.01360075,.04134332,.20666218,.47332516,.27866933,.81267965,.81492263,.82083499,-.0014445437,.0063437587,-.00052097294,.0082384888,.041556373,.0023668064,10.395151,.11226708,15734.479,.010897139,13.89648,.024283981,.095445015,.020734448
NL,811,.1116687,.10790333,.03003302,.080144539,-.0019170536,.19611597,.23161855,.00077929313,.039875552,.30528748,.30191046,.29412222,.059838075,-.0018130939,.40284437,.081610322,.20545405,.18128866,.34273517,.032914147,.020781767,.043400344,.046245433,.15758166,.53436011,.2618129,.89709413,.89884698,.89985919,.0049910336,.027219396,.0094796,.012919582,.088466279,.0009655045,51.90546,.069648504,14119.782,.0012217198,32.395962,.051954068,.039348308,.018370133
NL,821,.23214345,.1142168,.054554269,.046506602,.013059612,.20957178,.30416104,.034462575,.15688115,.24138424,.20568129,.24842964,.076404557,.036756612,.3874585,.14901853,.19282702,.21994634,.31821778,.023088252,.021421261,.15666196,.15675546,.37266302,.30085069,.1697309,.48749006,.48711455,.47395048,.038818941,.028087316,.013082996,.025438569,.063096285,.042970806,15.480813,.19156861,10814.055,-.00015967619,9.0424318,.35358679,.091894239,.024642697
NL,822,.52892107,0,0,1.8626451e-09,3.7252903e-09,.58126509,.62201834,1.8626451e-09,1.4901161e-08,2.7755576e-17,.28475657,.19368945,.35912043,.16243359,-5.5879354e-09,-1.4901161e-08,5.5511151e-17,-1.1175871e-08,3.7252903e-09,3.8163916e-17,0,7.4505806e-09,.24037963,.31208873,.44753164,0,.35466617,.3546662,.35466623,-1.8626451e-09,2.7939677e-09,-4.6566134e-10,9.3132257e-10,3.7252903e-09,1.8626451e-09,18.255257,.11874077,11924.957,9.3132257e-10,3.7008753,.44015014,.061712202,.061712198
NL,823,.071763963,.1184769,.12246338,-.0039263647,-.00014768913,.20663872,.33468083,.059372786,.21937713,.055859551,.27223191,.29597491,.040806666,.056377076,.40819564,.059313368,.29144555,.20756696,.40993112,.12078273,.052651905,.0061725751,.31586173,.20385659,.20525472,.27502698,.59970999,.54808587,.54713279,-.00091576017,-.0032530213,-.00058969343,.054375231,.16908494,.1061925,10.899478,.108153,11222.352,.0004764637,33.443768,.18424106,.11164279,.033694737
NL,911,.18588549,.063703835,.025404051,.040493768,-.002236546,.19066314,.26305416,.005754225,.091502748,.22480017,.29686132,.29092145,.090684935,-.00052480923,.38498428,.12985985,.21065699,.1318993,.30288783,.03020213,.054610562,.013642306,.075765237,.26323316,.50703186,.15396981,.75363803,.73397124,.72553015,.00053379178,-.00073421723,.0073065353,.0036925154,.091968454,.000071088871,10.203293,.072796941,14277.642,-.0011718321,22.349121,.069736719,.040029448,.010968053
NL,912,-.016199032,.16603798,.037832722,.13288039,-.0047410396,.14110719,.23874173,.0011704818,.022233538,.156976,.395803,.37438014,.049989112,-.00055220525,.41213626,.05985339,.24477725,.24158578,.42557269,.08204288,.0059199929,-.011624362,.00099580956,.11957606,.42745316,.45197499,.97298002,.97159797,.97979283,-.00065299246,-.0021555703,-.0013350523,.018822905,.055869512,-.00045044883,9.0177546,.20729557,13055.743,-.0018862272,17.069391,.038339917,.092071153,-.0056427713
NL,1111,.56772441,.092918471,.019957505,.060957186,.012012202,.15096717,.21081339,.029991131,.2359482,.23281595,.25275117,.17373915,.056486778,.018267643,.35350257,.14955854,.19299594,.12067392,.26853344,.038040366,.018602312,.018605988,.0027298997,.059254948,.33751523,.60049993,.64333844,.63719875,.62636596,.0062530558,.013858302,.0064896476,.022196081,.058070097,.0057214908,15.953834,.057178389,24947.674,.0042608939,16.716063,.083428852,.085453972,.021662302
NL,1112,.51520073,.015285834,-.013232401,.000056771394,.028278591,.02864486,.065929204,.02545909,.28719765,.35593098,.21142471,.11522874,.0076497197,-.0028908299,.46539912,.33904329,.11591374,.10564896,.18353516,.044534571,.028446417,.018278094,-.0024170594,.049822435,.13743395,.81516063,.49619663,.4904975,.48415622,.030460024,.041678142,.036129206,.081464015,.11960049,.0013108476,19.636274,.070997804,27764.859,.057755936,21.382587,.0055801505,.086322561,.021381961
NL,1113,.41372433,.25672621,.10574776,.15557718,-.004739562,.104382,.23900941,.056564659,.085054651,.1728069,.21558458,.36491677,.10750692,-.0024344297,.41312408,.019960679,.31757668,.23264106,.40132427,-.0050864629,.0082106087,.0026429687,.0082213171,.0029419139,.5683831,.4204537,.6731745,.6753794,.66656172,-.0017024837,.000087411143,.0017268253,.0011988347,.093148716,-.0022082683,11.703884,-.00085881911,39233.926,-.0027561653,10.820053,.29030526,.066436723,-.0075040888
NL,1114,.51112443,.089264452,.021465255,.061719544,.006036351,.15943365,.22828285,.04034457,.17028651,.27183279,.25464395,.18126744,.077327602,.004297121,.3852239,.14457813,.18148397,.13507275,.28396541,.030878799,.012723267,.027119065,.0047684461,.12112708,.47248054,.4016239,.60054201,.59205645,.56598538,.002891558,.018540993,.007286265,.029406602,.057740442,.0034403396,32.122463,.092799284,22182.373,-.0014577104,13.49076,.11892807,.1171318,.032967634
NL,1121,.70338368,.058454193,.02919744,.021864623,.0072116801,.13015331,.19818881,.028314488,.21701503,.20703913,.28954959,.2099209,.038460076,.0097007835,.32470968,.12598586,.21062496,.10593155,.25844768,.05396723,.018835984,.026707156,-.00049941317,.096804649,.39314821,.51054651,.62541038,.62097943,.58633924,.0034967901,.0047100703,.011314875,.0074731242,.064694963,.020519437,17.590847,.044084784,26268.844,.0099597573,19.114693,.056787383,.16652222,.019036038
NL,1122,.40802878,.055155057,.012454703,.025427496,.017210854,.20254746,.24381171,.029555354,.12597154,.28043014,.27315056,.19051681,.069651484,.030724091,.38010773,.13190296,.19746862,.14693072,.31757328,.069621518,.010856599,.068471223,.0066205459,.059527457,.25867811,.67517388,.66283089,.66452038,.63849187,-.00082136068,.00057102321,.01404552,.012502844,.068652049,.0095602944,20.432196,.038554408,26827.387,.023256373,16.355579,.23939142,.1726287,.052199379
NL,1123,.7448768,.08508572,.024466498,.041519001,.019250816,.14282317,.25246128,.10706168,.28575557,.20807505,.19215128,.11066208,.093270913,.0030234472,.32875133,.14820205,.16467969,.10934563,.23720512,.05019464,.048651394,.060708363,.018748486,.15128967,.23943453,.5905273,.47729036,.46801099,.4315604,.00065082853,.0092681581,.014305228,.040856063,.092988595,.0099692093,16.36998,.069261879,27302.871,.023992358,14.979279,.14184782,.19720919,.042167351
NL,1211,.64943439,.041613899,.020769481,.017769029,.0028743243,.1508517,.1995571,.0034074229,.069283754,.15163231,.41834494,.32974577,.029586524,-.002000666,.25762942,.037437581,.095369093,.10278375,.21230188,.021393999,.020919545,-.016958766,.036872331,.16003084,.64676243,.1563344,.6867978,.68723309,.68924952,-.0011227926,-.0015730506,-.0018655418,.0021573456,.10506678,.02255862,9.1818743,.079666585,17130.125,-.0051913634,23.671083,-.018958272,.12168783,.0081169559
NL,1212,.77414632,.021842029,.023105651,-.0011675345,.00037237254,.11769987,.26986587,.005372785,.12190533,.20127332,.39545473,.23025276,.046016663,-.00027559433,.33281499,.064103998,.15961532,.1853542,.27577648,.02382113,.036856871,.0056703519,.023183255,.22481345,.43065032,.32135305,.46788639,.45980874,.45916688,.019599997,.02143129,.0055456138,.025950316,.047591895,-.0055726129,13.880205,.070039637,17988.309,.020424647,20.775974,-.0014212898,.064652562,.011134743
NL,1213,.56099504,.094523124,.051173795,.044427529,-.00083594024,.65852243,.66619879,.048632115,-.0076655447,.028932534,.18824235,.42869282,.22834189,.084823869,.1381329,.0093812421,.017383188,.10949353,.12642619,.0076366607,.0098631922,-.00094368309,.04921395,.22528861,.47475767,.25073975,.60800344,.61017299,.60994017,.00011297129,.00032725791,.000039681094,.0010674681,.044653207,.0011708178,11.413227,.31786823,12612.494,.000045717694,15.683177,.27840883,.047256835,.045266286
NL,1214,.86690432,.029658306,.011436349,.018312983,.0021001254,.32132739,.44240436,-.0015989542,.036900133,.18794534,.26743239,.35866076,.1413759,.0092844553,.21530837,.058822915,.12008313,.1047888,.17776543,.043163419,.026651613,.028482314,.10432518,.41445795,.43017954,.051037382,.45416808,.45076555,.45079762,-.00016644038,.0063580885,-.00034660881,.0058538849,.11091637,.016935959,9.4675598,.33775344,2740.7622,.010939356,11.745274,.11760266,.084609948,.0087870937
NL,1215,.21261306,.19634297,.055999734,.10418136,.045148566,.048692547,.12540442,.036408238,.21376167,.27828738,.31210035,.14452049,.017293176,-.0023713235,.41864255,.14160919,.22408096,.18373206,.33779418,.035080694,.031588938,.0086393235,.058046937,.35586828,.46415028,.12193452,.73722458,.73096526,.72974771,-.00018278502,-.0019343061,-.00081186497,-.0035521302,.036474206,.038882043,21.590405,.092492953,17624.711,.01253415,19.796373,.041349836,.09784995,.019520583
